iter	MultiClass
131	0.6932038048
132	0.6899971727
133	0.6879614869
134	0.6864580638
135	0.6834552715
136	0.6814961402
137	0.679445858
138	0.6763953572
139	0.6747165019
140	0.6722253922
141	0.6698441975
142	0.6681849309
143	0.6660807876
144	0.6635016672
145	0.6615317988
146	0.6592731576
147	0.6573766818
148	0.6549020863
149	0.6527939268
150	0.6496692012
151	0.647514612
152	0.6449676819
153	0.6431752385
154	0.6415423826
155	0.6399573457
156	0.6380802533
157	0.6362178359
158	0.6343970235
159	0.6321186871
160	0.6302365209
161	0.6279159065
162	0.6255851097
163	0.6234692543
164	0.6210987017
165	0.6181984053
166	0.6161430039
167	0.614373155
168	0.611687669
169	0.6103464068
170	0.608526163
171	0.6068458341
172	0.604753696
173	0.6025574598
174	0.6009620917
175	0.5991966155
176	0.5969523402
177	0.5952837899
178	0.5924568723
179	0.5891779016
180	0.5880683042
181	0.586171362
182	0.5838454971
183	0.5819680257
184	0.5795795187
185	0.5776865236
186	0.5754633651
187	0.5735332245
188	0.5721423938
189	0.5705901194
190	0.5680939294
191	0.566675407
192	0.5658418263
193	0.5641576919
194	0.5624771599
195	0.5601514197
196	0.5585569548
197	0.5575438603
198	0.5554608839
199	0.5539891449
200	0.5520555827
201	0.5508685178
202	0.5497840923
203	0.5480667283
204	0.5461880125
205	0.5446790811
206	0.5430247314
207	0.5415747168
208	0.5402527957
209	0.5386893425
210	0.5363126386
211	0.5353716966
212	0.5333325288
213	0.5325653693
214	0.5311702446
215	0.5296804588
216	0.5280434545
217	0.5262771125
218	0.524709027
219	0.5232572145
220	0.5228061491
221	0.5214714975
222	0.5197691684
223	0.5176504854
224	0.5164438459
225	0.5150293936
226	0.5140639683
227	0.5135341418
228	0.5115144112
229	0.5099946623
230	0.508404584
231	0.507319952
232	0.5060693659
233	0.5045542805
234	0.5033040877
235	0.5015543942
236	0.5005510497
237	0.4996298326
238	0.4985638627
239	0.4972501929
240	0.49619103
241	0.4945459144
242	0.493016809
243	0.4915576029
244	0.4907069228
245	0.4898165521
246	0.4885429442
247	0.486820026
248	0.4850813412
249	0.4834163868
250	0.4822981474
251	0.4810130798
252	0.4800698866
253	0.4782865747
254	0.4773588923
255	0.4757673185
256	0.4744036334
257	0.4732599161
258	0.4726039063
259	0.4711693675
260	0.4695944995
261	0.4679615571
262	0.4673570354
263	0.466199842
264	0.4653911326
265	0.4647633587
266	0.4637284517
267	0.4628443632
268	0.4616744043
269	0.4599124098
270	0.458369163
271	0.4574520878
272	0.4562999303
273	0.4550971846
274	0.4533730851
275	0.452112871
276	0.4512800385
277	0.4501479201
278	0.4489548712
279	0.4477203719
280	0.4465648033
281	0.4453833881
282	0.4440161981
283	0.4426305535
284	0.4410877951
285	0.4395739649
286	0.4384890597
287	0.4368773227
288	0.4358133035
289	0.4345353743
290	0.4337861966
291	0.4328604847
292	0.4313269751
293	0.4297206705
294	0.4286614649
295	0.4278174972
296	0.4264103535
297	0.4257863195
298	0.4245220341
299	0.4238940204
300	0.4229245518
301	0.4221970619
302	0.421133268
303	0.4198108738
304	0.4191764034
305	0.4180608462
306	0.4172378284
307	0.4163153418
308	0.4152944356
309	0.413755042
310	0.4124835216
311	0.4111379047
312	0.410383451
313	0.4093155476
314	0.4085636552
315	0.4079661994
316	0.4070538421
317	0.4065776215
318	0.4054147174
319	0.404554396
320	0.4036366011
321	0.4021051704
322	0.4015897715
323	0.4007187275
324	0.3998737606
325	0.3990580414
326	0.3980166726
327	0.3968274888
328	0.3962830377
329	0.3957865796
330	0.3947891061
331	0.3937739518
332	0.3925320253
333	0.391703887
334	0.3908858518
335	0.3896308735
336	0.388613692
337	0.3872428147
338	0.386727028
339	0.385717642
340	0.3850794121
341	0.383935546
342	0.3830328728
343	0.3820225408
344	0.3806059794
345	0.3798846337
346	0.3789331669
347	0.3783387131
348	0.3777671572
349	0.3771781588
350	0.376167772
351	0.3753608193
352	0.3746570991
353	0.3739664555
354	0.3732420175
355	0.3721837453
356	0.3712814129
357	0.3702966637
358	0.3695811999
359	0.368361281
360	0.367579557
361	0.3666408286
362	0.3656665487
363	0.3647624333
364	0.3639825204
365	0.3629907863
366	0.3621051282
367	0.3615144196
368	0.3606851055
369	0.3595275977
370	0.3589280193
371	0.357945649
372	0.3568971413
373	0.3560339164
374	0.3553647806
375	0.3541651395
376	0.3534908058
377	0.3530935022
378	0.3521548373
379	0.3513431516
380	0.3509962452
381	0.3503983259
382	0.3493992799
383	0.3484640011
384	0.3479190268
385	0.3475558796
386	0.346884419
387	0.3461813969
388	0.3453408322
389	0.3443802133
390	0.3435192042
391	0.3427021463
392	0.3416353508
393	0.3414010441
394	0.3407072659
395	0.3400716835
396	0.3393389766
397	0.3387232377
398	0.3377377347
399	0.3371151768
400	0.3364173739
401	0.335887162
402	0.3352186372
403	0.3344189273
404	0.3341457748
405	0.3329933146
406	0.3325113324
407	0.331712507
408	0.3306143959
409	0.3300380181
410	0.3291899397
411	0.3279886521
412	0.3272736981
413	0.3259492632
414	0.3249345846
415	0.3241777682
416	0.3229798226
417	0.3223942259
418	0.3214802986
419	0.3208919695
420	0.3199666077
421	0.3190831505
422	0.3185084367
423	0.3179052119
424	0.3173565035
425	0.3168357863
426	0.3164676873
427	0.3157893701
428	0.3149419598
429	0.3140098436
430	0.3132677054
431	0.312784969
432	0.3122818545
433	0.3114985587
434	0.3108676445
435	0.3102550608
436	0.309813017
437	0.3088683996
438	0.3083589233
439	0.3078778007
440	0.3073610488
441	0.3066335877
442	0.3062066822
443	0.3055791909
444	0.305289332
445	0.3050846217
446	0.3043641972
447	0.3033946719
448	0.3028793822
449	0.3023046196
450	0.3018696557
451	0.3012562348
452	0.3005652051
453	0.2997667872
454	0.2992283743
455	0.2987025297
456	0.2978156399
457	0.2973241818
458	0.2966218261
459	0.2959637059
460	0.2954463975
461	0.294497721
462	0.2937614608
463	0.2931162205
464	0.2925281557
465	0.2923887909
466	0.2920323985
467	0.2915929643
468	0.2907841514
469	0.2904357748
470	0.2899405313
471	0.2897637213
472	0.2891277655
473	0.2886495638
474	0.2878521049
475	0.2870704107
476	0.2864710647
477	0.2857163042
478	0.2853160029
479	0.2849883789
480	0.2846505583
481	0.2840345459
482	0.2837616757
483	0.2830643456
484	0.2823083525
485	0.2813569432
486	0.2806705357
487	0.2798559722
488	0.2793468997
489	0.2785847302
490	0.2777995305
491	0.2771056945
492	0.2765065404
493	0.2759620632
494	0.2753629418
495	0.2748820267
496	0.274466057
497	0.2737727404
498	0.2734780034
499	0.2729150626
500	0.2718684527
501	0.271311421
502	0.2704700579
503	0.270121245
504	0.2694212127
505	0.2689244187
506	0.2682471331
507	0.2675137113
508	0.2669172649
509	0.2659888659
510	0.2653010754
511	0.2648689937
512	0.2643842356
513	0.2639924795
514	0.2636126099
515	0.2629730652
516	0.2624502707
517	0.261874091
518	0.2615834146
519	0.2608687974
520	0.2602801097
521	0.2596199213
522	0.2592343083
523	0.2587145749
524	0.2584491833
525	0.2581843987
526	0.2577407909
527	0.2571705794
528	0.256778191
529	0.2562838115
530	0.2557677639
531	0.2553063574
532	0.2548036187
533	0.2541008195
534	0.2535666095
535	0.2530470763
536	0.2526153575
537	0.252138579
538	0.2515476889
539	0.2510476677
540	0.2506179563
541	0.2503170605
542	0.2499068024
543	0.2494334997
544	0.2492062412
545	0.2489677122
546	0.2486903435
547	0.2482328643
548	0.2476249456
549	0.2471443989
550	0.2467527823
551	0.246410149
552	0.2461721244
553	0.24563373
554	0.2449945292
555	0.2442585772
556	0.2438749333
557	0.2434167873
558	0.2427720844
559	0.242193319
560	0.2419268902
561	0.2414716462
562	0.2409840742
563	0.240579489
564	0.2401417917
565	0.2397599575
566	0.239309958
567	0.2388622227
568	0.2384980823
569	0.2379457679
570	0.2374621645
571	0.2371544192
572	0.2367126085
573	0.2362573597
574	0.2358463681
575	0.235345324
576	0.2351583586
577	0.2346525068
578	0.2341454661
579	0.2337382032
580	0.2332115907
581	0.2327745871
582	0.2322927066
583	0.2319125949
584	0.2315054171
585	0.2311142764
586	0.2308255569
587	0.2300413376
588	0.2294653645
589	0.228844505
590	0.2284010014
591	0.2279463435
592	0.227517059
593	0.2272291863
594	0.226571013
595	0.226024435
596	0.2257494524
597	0.2256243195
598	0.2253200085
599	0.2246945191
600	0.2243138534
601	0.2238230467
602	0.2233503744
603	0.2229658886
604	0.2224209454
605	0.2219858553
606	0.2216703754
607	0.2211862347
608	0.220555653
609	0.2203166529
610	0.2197973697
611	0.2195688668
612	0.2189822786
613	0.2184426172
614	0.2177736941
615	0.2172828308
616	0.2170000368
617	0.2166174115
618	0.2162634197
619	0.2157343297
620	0.2155061304
621	0.215017637
622	0.2148146814
623	0.2144965351
624	0.2141713994
625	0.213719974
626	0.2136020457
627	0.2134014371
628	0.2131242465
629	0.2126581586
630	0.2122761292
631	0.2120651766
632	0.2115541171
633	0.2114542441
634	0.2109843596
635	0.2107089644
636	0.2101808284
637	0.2099691081
638	0.2094081203
639	0.2089861629
640	0.2086552995
641	0.2084654014
642	0.2081078113
643	0.2079065999
644	0.2075383658
645	0.207321339
646	0.2069738415
647	0.2066269538
648	0.2062877973
649	0.206097056
650	0.2058122391
651	0.2053030604
652	0.2050260542
653	0.2047937647
654	0.2044533995
655	0.2040020529
656	0.2034178801
657	0.2029020757
658	0.202529045
659	0.2020479498
660	0.2016809949
661	0.2012960872
662	0.200728335
663	0.2004163934
664	0.200059634
665	0.1995982286
666	0.1993725027
667	0.1990094975
668	0.1985662465
669	0.1984130307
670	0.1981282466
671	0.197598839
672	0.1972012983
673	0.196760672
674	0.1964089097
675	0.196175352
676	0.1959146573
677	0.1955895457
678	0.1952799267
679	0.194796448
680	0.1944646679
681	0.1939945837
682	0.1936704804
683	0.1933982855
684	0.192957325
685	0.1926188601
686	0.1922974303
687	0.1918570153
688	0.1914307438
689	0.1912428843
690	0.1908397343
691	0.1903660418
692	0.1901319898
693	0.189864194
694	0.1894270957
695	0.1890852954
696	0.1888290617
697	0.1885080098
698	0.1880823129
699	0.1875970691
700	0.1872249337
701	0.1870791928
702	0.1866863633
703	0.1863916041
704	0.1860487567
705	0.1856990885
706	0.1853818273
707	0.1851076207
708	0.1846998084
709	0.184346112
710	0.183915767
711	0.1835839225
712	0.1831120527
713	0.1828047585
714	0.1825617591
715	0.1823651262
716	0.1819156422
717	0.1817494332
718	0.1815601424
719	0.1813508414
720	0.1810575427
721	0.1808409534
722	0.1805269697
723	0.1802584256
724	0.179829821
725	0.1795266436
726	0.1792579301
727	0.178817226
728	0.1784517705
729	0.1781281797
730	0.1778497059
731	0.1774044006
732	0.1771477664
733	0.1768276124
734	0.1764946735
735	0.1763529859
736	0.1760544358
737	0.1756973624
738	0.1755012141
739	0.1753175274
740	0.1751316024
741	0.1749984889
742	0.174842501
743	0.1745646838
744	0.1743785598
745	0.1739849836
746	0.1736930612
747	0.1732738859
748	0.1728782501
749	0.172439995
750	0.1720699783
751	0.1718208462
752	0.171657503
753	0.1714328546
754	0.1711886811
755	0.1709194898
756	0.1705465189
757	0.1703235555
758	0.1701109325
759	0.16983151
760	0.1695538247
761	0.1691132866
762	0.1688484542
763	0.1686142699
764	0.1682949261
765	0.1679518498
766	0.1677075373
767	0.1674524278
768	0.1671383682
769	0.1669303961
770	0.1666206024
771	0.1663300188
772	0.1660941431
773	0.1658614466
774	0.1656875247
775	0.1653711522
776	0.1652008907
777	0.1650304033
778	0.1648818571
779	0.1646094519
780	0.1643984084
781	0.1640788806
782	0.1639378201
783	0.1637007171
784	0.1633950964
785	0.1632267602
786	0.1631033576
787	0.1630000773
788	0.1628253396
789	0.1625276669
790	0.1622794797
791	0.1619398367
792	0.161579967
793	0.1613956606
794	0.1611992691
795	0.1608454192
796	0.1606225364
797	0.1604804258
798	0.1603132997
799	0.1600621012
800	0.1598453944
801	0.1595110552
802	0.1592675086
803	0.1590684963
804	0.1589124629
805	0.1586042501
806	0.1584130709
807	0.1582438784
808	0.158036108
809	0.1577886836
810	0.157607694
811	0.1573775306
812	0.1570662968
813	0.1568231756
814	0.1565294292
815	0.1562264349
816	0.1559660468
817	0.1557839891
818	0.1555335353
819	0.1552831739
820	0.1550358916
821	0.1549374425
822	0.1547432778
823	0.1544778496
824	0.1541891529
825	0.1539646656
826	0.1537539045
827	0.1534931155
828	0.1532431795
829	0.1530761355
830	0.1529189671
831	0.1527574897
832	0.1525147718
833	0.1524216039
834	0.1521656411
835	0.1518173988
836	0.1515664756
837	0.151334967
838	0.1511053205
839	0.150964266
840	0.150679251
841	0.1504398366
842	0.1501345437
843	0.149922752
844	0.149690121
845	0.1495144573
846	0.1493068451
847	0.1490596805
848	0.1488762071
849	0.148668807
850	0.1483956715
851	0.1481490606
852	0.1478614267
853	0.1476672031
854	0.1474085412
855	0.1470987238
856	0.1468412817
857	0.1465564088
858	0.1463634473
859	0.1460769273
860	0.1458714239
861	0.1456624301
862	0.1455456719
863	0.1453051267
864	0.1451703583
865	0.1449734026
866	0.1446651684
867	0.1445249274
868	0.1443121035
869	0.1441248645
870	0.1438624306
871	0.1436671923
872	0.1435518939
873	0.1433455361
874	0.1431948421
875	0.1429577844
876	0.1427257375
877	0.1425827134
878	0.142389873
879	0.1422756162
880	0.142071445
881	0.1418700695
882	0.141717064
883	0.1415752648
884	0.1413280444
885	0.1411681923
886	0.1409590642
887	0.1406972222
888	0.1405448322
889	0.1403163362
890	0.140134821
891	0.1400161821
892	0.1397864774
893	0.1395385538
894	0.13941452
895	0.1393142069
896	0.1390360324
897	0.1387989348
898	0.1386967375
899	0.138438845
900	0.138209362
901	0.1379466305
902	0.1378117685
903	0.1376291912
904	0.1375180077
905	0.1373214335
906	0.1371731921
907	0.1370073913
908	0.1368220974
909	0.1366155142
910	0.1364109409
911	0.1362150267
912	0.1360756668
913	0.1358707059
914	0.1356972105
915	0.135595661
916	0.1354685577
917	0.1351271014
918	0.1349722302
919	0.1346620557
920	0.1344487638
921	0.1341748375
922	0.1339737978
923	0.1338544188
924	0.133663456
925	0.133539772
926	0.133297816
927	0.1331556535
928	0.1329175203
929	0.1326880303
930	0.1324440827
931	0.1322610866
932	0.1319982135
933	0.1317853091
934	0.1316524416
935	0.1314864549
936	0.1313286345
937	0.1311187469
938	0.13090453
939	0.1307412333
940	0.1306145202
941	0.1303920684
942	0.130272639
943	0.130046825
944	0.1298540572
945	0.1296650023
946	0.1294750412
947	0.1292159475
948	0.1290405738
949	0.1288530309
950	0.1286305501
951	0.1284060768
952	0.1283528301
953	0.1281896201
954	0.1279982853
955	0.1279253789
956	0.1277908344
957	0.127632885
958	0.1275003948
959	0.1272992745
960	0.1270579732
961	0.1268712735
962	0.126739962
963	0.1265456613
964	0.1264206681
965	0.1263130986
966	0.1261781012
967	0.1260301541
968	0.1258232811
969	0.1256427951
970	0.1254494657
971	0.1253524254
972	0.1252077593
973	0.1251139917
974	0.1249267942
975	0.124707735
976	0.1245944283
977	0.1244618388
978	0.1242518675
979	0.1241168358
980	0.1239510839
981	0.1238204104
982	0.1236878157
983	0.1235437326
984	0.1233446269
985	0.1232052233
986	0.1230843285
987	0.1229794978
988	0.1227824458
989	0.1225751317
990	0.1224030998
991	0.1222532922
992	0.1220821862
993	0.1219194648
994	0.1217275208
995	0.1215683883
996	0.1214404445
997	0.1213566131
998	0.1211915994
999	0.1211358313
