iter	Passed	Remaining
307	2285	5134
308	2296	5135
309	2302	5125
310	2309	5116
311	2319	5115
312	2326	5105
313	2334	5099
314	2340	5088
315	2346	5078
316	2351	5067
317	2357	5056
318	2366	5051
319	2373	5043
320	2379	5032
321	2385	5022
322	2391	5013
323	2399	5005
324	2407	5001
325	2419	5002
326	2425	4992
327	2431	4981
328	2442	4981
329	2451	4976
330	2459	4970
331	2464	4959
332	2471	4951
333	2477	4940
334	2485	4933
335	2494	4928
336	2500	4918
337	2507	4911
338	2513	4901
339	2519	4891
340	2525	4881
341	2536	4879
342	2544	4873
343	2550	4863
344	2558	4857
345	2566	4850
346	2573	4843
347	2579	4832
348	2584	4821
349	2592	4815
350	2600	4808
351	2609	4804
352	2620	4803
353	2626	4792
354	2631	4781
355	2639	4774
356	2647	4768
357	2655	4761
358	2661	4751
359	2667	4742
360	2674	4733
361	2684	4731
362	2690	4720
363	2697	4712
364	2704	4704
365	2711	4697
366	2717	4687
367	2724	4679
368	2732	4673
369	2739	4664
370	2747	4657
371	2753	4648
372	2760	4639
373	2765	4629
374	2772	4620
375	2782	4617
376	2787	4606
377	2796	4600
378	2801	4590
379	2807	4580
380	2814	4572
381	2821	4563
382	2826	4553
383	2832	4543
384	2837	4532
385	2850	4533
386	2861	4532
387	2870	4527
388	2877	4519
389	2883	4510
390	2892	4505
391	2899	4496
392	2906	4488
393	2912	4479
394	2919	4472
395	2927	4464
396	2936	4460
397	2946	4457
398	2954	4450
399	2960	4440
400	2965	4430
401	2971	4420
402	2977	4411
403	2984	4403
404	2990	4393
405	3000	4389
406	3005	4379
407	3015	4375
408	3025	4371
409	3034	4366
410	3042	4359
411	3047	4349
412	3055	4342
413	3061	4333
414	3070	4328
415	3077	4320
416	3082	4310
417	3088	4299
418	3093	4290
419	3101	4282
420	3108	4275
421	3115	4266
422	3121	4257
423	3127	4248
424	3134	4240
425	3141	4232
426	3146	4222
427	3154	4215
428	3161	4208
429	3169	4200
430	3174	4191
431	3184	4187
432	3192	4180
433	3198	4170
434	3204	4162
435	3210	4153
436	3216	4143
437	3222	4134
438	3228	4125
439	3235	4117
440	3240	4107
441	3246	4098
442	3253	4090
443	3260	4082
444	3267	4075
445	3273	4066
446	3279	4057
447	3285	4048
448	3291	4039
449	3297	4029
450	3304	4022
451	3312	4015
452	3317	4006
453	3323	3996
454	3329	3987
455	3336	3980
456	3342	3971
457	3348	3962
458	3357	3957
459	3364	3950
460	3370	3940
461	3376	3931
462	3382	3922
463	3387	3913
464	3395	3906
465	3401	3897
466	3408	3889
467	3414	3881
468	3421	3873
469	3427	3864
470	3433	3855
471	3438	3846
472	3446	3839
473	3453	3832
474	3459	3823
475	3464	3814
476	3471	3805
477	3478	3798
478	3483	3789
479	3490	3781
480	3496	3772
481	3502	3764
482	3508	3755
483	3514	3746
484	3521	3739
485	3528	3732
486	3539	3728
487	3546	3720
488	3552	3712
489	3560	3705
490	3566	3697
491	3572	3688
492	3579	3681
493	3585	3672
494	3592	3664
495	3598	3656
496	3604	3647
497	3610	3639
498	3616	3630
499	3621	3621
500	3627	3612
501	3635	3606
502	3641	3598
503	3648	3590
504	3656	3584
505	3662	3575
506	3669	3568
507	3675	3559
508	3681	3551
509	3687	3542
510	3693	3534
511	3699	3525
512	3705	3517
513	3712	3509
514	3717	3501
515	3723	3492
516	3729	3484
517	3738	3478
518	3745	3471
519	3751	3462
520	3756	3454
521	3763	3445
522	3769	3437
523	3774	3429
524	3780	3420
525	3790	3415
526	3795	3406
527	3800	3397
528	3806	3389
529	3812	3381
530	3818	3372
531	3824	3364
532	3832	3357
533	3837	3349
534	3844	3341
535	3851	3333
536	3857	3325
537	3864	3319
538	3871	3310
539	3878	3303
540	3885	3296
541	3890	3287
542	3896	3278
543	3904	3273
544	3910	3264
545	3917	3257
546	3924	3249
547	3935	3245
548	3944	3240
549	3950	3232
550	3961	3228
551	3967	3219
552	3973	3211
553	3980	3204
554	3987	3196
555	3994	3189
556	4000	3181
557	4006	3173
558	4012	3165
559	4019	3158
560	4025	3149
561	4033	3143
562	4040	3136
563	4045	3127
564	4055	3122
565	4061	3114
566	4067	3106
567	4074	3098
568	4080	3091
569	4086	3082
570	4092	3074
571	4097	3066
572	4103	3058
573	4110	3050
574	4115	3042
575	4124	3036
576	4130	3028
577	4137	3020
578	4146	3014
579	4153	3007
580	4158	2999
581	4164	2990
582	4175	2986
583	4181	2978
584	4186	2970
585	4194	2963
586	4201	2955
587	4208	2948
588	4215	2941
589	4221	2933
590	4227	2925
591	4233	2917
592	4239	2909
593	4246	2902
594	4254	2895
595	4260	2887
596	4268	2881
597	4274	2873
598	4280	2865
599	4289	2859
600	4295	2851
601	4301	2843
602	4308	2836
603	4314	2828
604	4321	2821
605	4329	2814
606	4335	2806
607	4341	2798
608	4348	2792
609	4357	2785
610	4362	2777
611	4368	2769
612	4376	2762
613	4382	2754
614	4390	2748
615	4397	2741
616	4405	2734
617	4411	2727
618	4417	2719
619	4424	2711
620	4429	2703
621	4435	2695
622	4441	2687
623	4446	2679
624	4453	2671
625	4458	2663
626	4464	2655
627	4470	2648
628	4479	2642
629	4485	2634
630	4494	2628
631	4500	2620
632	4506	2612
633	4513	2605
634	4519	2597
635	4525	2589
636	4533	2583
637	4539	2575
638	4546	2568
639	4554	2561
640	4561	2554
641	4569	2547
642	4576	2541
643	4582	2533
644	4590	2526
645	4596	2518
646	4603	2511
647	4610	2504
648	4615	2496
649	4620	2488
650	4626	2480
651	4633	2473
652	4639	2465
653	4646	2458
654	4651	2450
655	4658	2442
656	4665	2435
657	4670	2427
658	4676	2419
659	4681	2411
660	4687	2404
661	4695	2397
662	4702	2390
663	4708	2382
664	4717	2376
665	4722	2368
666	4727	2360
667	4737	2354
668	4743	2347
669	4751	2340
670	4757	2332
671	4762	2324
672	4768	2316
673	4773	2308
674	4779	2301
675	4785	2293
676	4790	2285
677	4795	2277
678	4805	2271
679	4812	2264
680	4819	2257
681	4830	2252
682	4837	2245
683	4846	2238
684	4851	2231
685	4857	2223
686	4864	2216
687	4871	2209
688	4877	2201
689	4882	2193
690	4888	2186
691	4894	2178
692	4902	2171
693	4915	2167
694	4921	2159
695	4929	2153
696	4938	2146
697	4945	2139
698	4954	2133
699	4960	2125
700	4965	2118
701	4973	2111
702	4979	2103
703	4986	2096
704	4994	2090
705	5000	2082
706	5007	2075
707	5016	2068
708	5023	2061
709	5029	2054
710	5034	2046
711	5042	2039
712	5047	2031
713	5052	2024
714	5058	2016
715	5068	2010
716	5075	2003
717	5082	1996
718	5089	1989
719	5095	1981
720	5101	1973
721	5107	1966
722	5113	1959
723	5121	1952
724	5127	1944
725	5134	1937
726	5140	1930
727	5147	1923
728	5152	1915
729	5158	1907
730	5163	1900
731	5169	1892
732	5175	1885
733	5182	1878
734	5188	1870
735	5194	1863
736	5199	1855
737	5204	1847
738	5210	1840
739	5217	1833
740	5223	1825
741	5229	1818
742	5234	1810
743	5240	1803
744	5254	1798
745	5262	1791
746	5268	1784
747	5276	1777
748	5282	1770
749	5289	1763
750	5296	1756
751	5302	1748
752	5307	1741
753	5313	1733
754	5319	1726
755	5324	1718
756	5332	1711
757	5340	1704
758	5346	1697
759	5351	1689
760	5357	1682
761	5364	1675
762	5370	1668
763	5377	1661
764	5385	1654
765	5391	1646
766	5398	1639
767	5404	1632
768	5409	1625
769	5415	1617
770	5422	1610
771	5428	1603
772	5435	1596
773	5441	1588
774	5446	1581
775	5453	1574
776	5462	1567
777	5467	1560
778	5473	1552
779	5478	1545
780	5484	1538
781	5493	1531
782	5499	1524
783	5505	1516
784	5511	1509
785	5516	1502
786	5522	1494
787	5528	1487
788	5533	1479
789	5538	1472
790	5544	1464
791	5550	1457
792	5556	1450
793	5562	1443
794	5568	1435
795	5574	1428
796	5580	1421
797	5586	1414
798	5593	1407
799	5599	1399
800	5604	1392
801	5611	1385
802	5616	1378
803	5623	1371
804	5629	1363
805	5634	1356
806	5643	1349
807	5648	1342
808	5654	1334
809	5659	1327
810	5668	1320
811	5677	1314
812	5683	1307
813	5690	1300
814	5697	1293
815	5703	1285
816	5714	1279
817	5723	1273
818	5729	1266
819	5737	1259
820	5743	1252
821	5751	1245
822	5758	1238
823	5765	1231
824	5773	1224
825	5778	1217
826	5784	1209
827	5789	1202
828	5796	1195
829	5803	1188
830	5808	1181
831	5814	1174
832	5819	1166
833	5827	1159
834	5837	1153
835	5843	1146
836	5848	1139
837	5854	1131
838	5860	1124
839	5868	1117
840	5874	1110
841	5880	1103
842	5889	1096
843	5895	1089
844	5905	1083
845	5912	1076
846	5918	1069
847	5926	1062
848	5933	1055
849	5938	1048
850	5944	1040
851	5949	1033
852	5958	1026
853	5964	1019
854	5970	1012
855	5975	1005
856	5982	998
857	5988	991
858	5996	984
859	6003	977
860	6014	970
861	6022	964
862	6028	956
863	6035	950
864	6042	943
865	6049	936
866	6058	929
867	6064	922
868	6072	915
869	6080	908
870	6089	901
871	6095	894
872	6100	887
873	6108	880
874	6113	873
875	6119	866
876	6125	859
877	6133	852
878	6142	845
879	6149	838
880	6157	831
881	6163	824
882	6171	817
883	6177	810
884	6183	803
885	6189	796
886	6195	789
887	6200	782
888	6206	774
889	6214	768
890	6220	760
891	6226	753
892	6232	746
893	6238	739
894	6244	732
895	6250	725
896	6257	718
897	6265	711
898	6271	704
899	6278	697
900	6284	690
901	6290	683
902	6297	676
903	6302	669
904	6308	662
905	6314	655
906	6321	648
907	6326	641
908	6332	633
909	6344	627
910	6354	620
911	6360	613
912	6366	606
913	6372	599
914	6379	592
915	6387	585
916	6393	578
917	6398	571
918	6405	564
919	6411	557
920	6417	550
921	6425	543
922	6431	536
923	6437	529
924	6444	522
925	6450	515
926	6456	508
927	6464	501
928	6470	494
929	6477	487
930	6482	480
931	6488	473
932	6495	466
933	6504	459
934	6510	452
935	6519	445
936	6524	438
937	6530	431
938	6536	424
939	6545	417
940	6552	410
941	6561	403
942	6570	397
943	6576	390
944	6581	383
945	6587	376
946	6593	369
947	6599	362
948	6605	355
949	6612	348
950	6618	341
951	6624	334
952	6629	326
953	6636	319
954	6642	312
955	6649	306
956	6654	299
957	6661	292
958	6667	285
959	6673	278
960	6680	271
961	6685	264
962	6691	257
963	6697	250
964	6702	243
965	6709	236
966	6715	229
967	6721	222
968	6729	215
969	6736	208
970	6743	201
971	6750	194
972	6755	187
973	6761	180
974	6768	173
975	6775	166
976	6781	159
977	6790	152
978	6797	145
979	6810	138
980	6818	132
981	6827	125
982	6834	118
983	6842	111
984	6849	104
985	6856	97
986	6862	90
987	6869	83
988	6875	76
989	6881	69
990	6891	62
991	6898	55
992	6913	48
993	6922	41
994	6929	34
995	6934	27
996	6940	20
997	6947	13
998	6953	6
999	6960	0
