iter	MultiClass
233	0.2104562322
234	0.2094680135
235	0.20763784
236	0.2062493429
237	0.2052676387
238	0.2041775642
239	0.2028559491
240	0.2016800426
241	0.2004767148
242	0.199848404
243	0.1987878758
244	0.1981140679
245	0.1974087646
246	0.1968696939
247	0.1961545044
248	0.1957065496
249	0.1949681334
250	0.1939646466
251	0.1936752146
252	0.1929604219
253	0.1917928877
254	0.1910713908
255	0.1899182045
256	0.1890716484
257	0.1881103607
258	0.1870174746
259	0.1859991594
260	0.1849705606
261	0.1844597584
262	0.1840563468
263	0.183245234
264	0.1825018604
265	0.1816050676
266	0.1807085146
267	0.1798520018
268	0.1793080172
269	0.1787441966
270	0.1782297128
271	0.1775031187
272	0.1766949621
273	0.1760012392
274	0.1750507067
275	0.1745779143
276	0.1739013071
277	0.1733364232
278	0.1723332138
279	0.1719686431
280	0.1716522788
281	0.1709369684
282	0.1702690225
283	0.1694686859
284	0.1686134598
285	0.1676551733
286	0.1667958914
287	0.1662983222
288	0.1658001111
289	0.16504331
290	0.1643548492
291	0.1637507433
292	0.1631497674
293	0.1623480256
294	0.1617790939
295	0.1614432025
296	0.1611097194
297	0.1605826483
298	0.1599273312
299	0.159469254
300	0.1586647765
301	0.1580872432
302	0.1575556737
303	0.1567241435
304	0.1564722966
305	0.156187235
306	0.1559536162
307	0.1553370017
308	0.1545844244
309	0.1538519154
310	0.1533192132
311	0.1527121941
312	0.1523850019
313	0.1519446266
314	0.1515801292
315	0.1508129502
316	0.1503391314
317	0.1496871981
318	0.1492304047
319	0.1486009193
320	0.1480929281
321	0.1474990049
322	0.1473467025
323	0.146682772
324	0.1463150996
325	0.1456342312
326	0.1449052844
327	0.1445149943
328	0.1438058333
329	0.143616886
330	0.1426835939
331	0.1421579148
332	0.1417545417
333	0.1414778363
334	0.1409957583
335	0.1404094258
336	0.1399619156
337	0.1393893539
338	0.1389412683
339	0.1385560166
340	0.1381026217
341	0.1376004716
342	0.1369975563
343	0.1367485378
344	0.1364065228
345	0.1360235484
346	0.1351625264
347	0.1344452847
348	0.1341889029
349	0.1337393405
350	0.1334767756
351	0.1329533669
352	0.1324810391
353	0.1321785728
354	0.1317366213
355	0.131306591
356	0.130710599
357	0.1303895236
358	0.1297379163
359	0.1292728531
360	0.1289585958
361	0.1287384936
362	0.1283275213
363	0.1278420843
364	0.1273041446
365	0.1270205806
366	0.1264473503
367	0.125997798
368	0.125668971
369	0.1251876448
370	0.1247714099
371	0.1245091873
372	0.1240503492
373	0.1235509626
374	0.123182211
375	0.1226610519
376	0.1221273856
377	0.1215171188
378	0.1210114965
379	0.1205729375
380	0.1199069908
381	0.1195478339
382	0.1192956129
383	0.1190539019
384	0.1185533743
385	0.1179510077
386	0.1175727042
387	0.1174460014
388	0.1172215261
389	0.117061321
390	0.1168609662
391	0.1166196826
392	0.1161589517
393	0.1158506284
394	0.115681106
395	0.1152990497
396	0.1149372658
397	0.1146493505
398	0.1143180325
399	0.1138607419
400	0.1136828412
401	0.1132596675
402	0.1129161483
403	0.1125577064
404	0.1122583012
405	0.1119653636
406	0.1116102539
407	0.1112652042
408	0.1108893771
409	0.1104998504
410	0.11021497
411	0.1098298491
412	0.10958997
413	0.1093521569
414	0.1090613433
415	0.1089361312
416	0.1086571166
417	0.1084904417
418	0.108117345
419	0.1078642818
420	0.1075061828
421	0.107307253
422	0.1069556988
423	0.1065117549
424	0.1063697078
425	0.1061463344
426	0.1058553417
427	0.1053837208
428	0.1051046386
429	0.1047778164
430	0.1044486393
431	0.1041826096
432	0.1038107949
433	0.1034715851
434	0.1031424066
435	0.1027906115
436	0.1023457531
437	0.1021033827
438	0.1019117082
439	0.1016836778
440	0.1014071677
441	0.1011645724
442	0.1009374218
443	0.1006123166
444	0.1004334882
445	0.100114564
446	0.09972204292
447	0.09944350915
448	0.09931519698
449	0.09895985866
450	0.09859107123
451	0.09827797151
452	0.09808756915
453	0.09782993447
454	0.09749105663
455	0.09722433116
456	0.09704670273
457	0.09672625607
458	0.09645424924
459	0.09621214971
460	0.09613515432
461	0.0957052308
462	0.09547921955
463	0.09514950861
464	0.09487482507
465	0.09456352931
466	0.09426587398
467	0.09409911192
468	0.09395886541
469	0.09357485744
470	0.09340724704
471	0.09318776444
472	0.09282075753
473	0.09262037641
474	0.09226313742
475	0.09212247607
476	0.09185517881
477	0.09173326609
478	0.09144631144
479	0.09128207806
480	0.091093477
481	0.0908996917
482	0.09060803386
483	0.09027948517
484	0.09003184095
485	0.08985578904
486	0.08961559234
487	0.08928071412
488	0.08914676827
489	0.0888601007
490	0.08861204304
491	0.0884598142
492	0.08826836991
493	0.08804347601
494	0.08777881041
495	0.08755807148
496	0.08735931876
497	0.08713782317
498	0.08685646292
499	0.0866679399
500	0.08637813697
501	0.0861960436
502	0.08602281484
503	0.08579985399
504	0.08546805385
505	0.08521120197
506	0.08500786734
507	0.08470886345
508	0.08449573368
509	0.08425720152
510	0.08406948559
511	0.08369317525
512	0.08353275261
513	0.08337334965
514	0.08313933288
515	0.08285111214
516	0.08264550987
517	0.0824644596
518	0.08224158546
519	0.08188678599
520	0.08161230532
521	0.08140350665
522	0.08124719652
523	0.08110034138
524	0.08084412953
525	0.08059183038
526	0.08035280296
527	0.08007484169
528	0.07995546286
529	0.07985554436
530	0.07966829771
531	0.07943374983
532	0.07932532074
533	0.07914386638
534	0.07897627907
535	0.07873619746
536	0.07854041219
537	0.07831912724
538	0.0781663567
539	0.07800805261
540	0.07777751301
541	0.0775574656
542	0.07737081105
543	0.07712380173
544	0.0770259104
545	0.07683013033
546	0.07654607735
547	0.07639119231
548	0.07633724845
549	0.0761139658
550	0.07595014566
551	0.07580375404
552	0.0755237265
553	0.07534169963
554	0.07530286018
555	0.07508201631
556	0.07497169391
557	0.07480265775
558	0.07455999645
559	0.07436601999
560	0.0741123699
561	0.07389339776
562	0.07374026383
563	0.07354482036
564	0.07335061146
565	0.07320162433
566	0.07288549042
567	0.07274944973
568	0.07265966085
569	0.07252291797
570	0.07239256815
571	0.07216262121
572	0.07198002407
573	0.07192664071
574	0.07172210526
575	0.07160441034
576	0.07144971698
577	0.07122643086
578	0.07106665597
579	0.07088566086
580	0.070700448
581	0.07056839886
582	0.0704400788
583	0.07029356204
584	0.07008585166
585	0.0698791174
586	0.06971144238
587	0.06955219945
588	0.06944606936
589	0.06918927525
590	0.06909688854
591	0.06890163872
592	0.0686955873
593	0.06851355317
594	0.06827660295
595	0.06817670322
596	0.06811426799
597	0.06806119974
598	0.06795323882
599	0.06777586247
600	0.06767690273
601	0.06749520181
602	0.06738904545
603	0.06720812055
604	0.06705051042
605	0.06688041954
606	0.06671498612
607	0.06656330151
608	0.06639899318
609	0.06615871286
610	0.0659825274
611	0.06584920351
612	0.06566493048
613	0.06541611838
614	0.06531766741
615	0.06515958494
616	0.06503081346
617	0.06488998208
618	0.06472239506
619	0.06457856847
620	0.06445279555
621	0.06427859434
622	0.06408377586
623	0.06398471293
624	0.06395334093
625	0.06375863694
626	0.06366850517
627	0.06353708135
628	0.06339267488
629	0.06325723815
630	0.06310896792
631	0.0629304532
632	0.06276582547
633	0.0626095604
634	0.06248149728
635	0.06235281309
636	0.06222812472
637	0.0621368757
638	0.06198894215
639	0.06184746951
640	0.06169579956
641	0.06159259673
642	0.0613983622
643	0.06128191147
644	0.06112937157
645	0.06100431219
646	0.06088576919
647	0.06078186016
648	0.06064633209
649	0.0605824909
650	0.06045132092
651	0.06031016169
652	0.06018854621
653	0.0601046011
654	0.06002050681
655	0.05987241275
656	0.05976436413
657	0.05962108488
658	0.05942827613
659	0.05937204369
660	0.05927554259
661	0.05908551013
662	0.05892402916
663	0.05875024791
664	0.05866964052
665	0.05857951717
666	0.05849115781
667	0.0582848337
668	0.05818257877
669	0.05801128002
670	0.05786126631
671	0.057726228
672	0.05762303285
673	0.0575427134
674	0.05737860214
675	0.05732229057
676	0.05717344137
677	0.05710686819
678	0.05699429982
679	0.05687978878
680	0.0566878852
681	0.05660079985
682	0.05649757137
683	0.05638863647
684	0.05624337929
685	0.05612511729
686	0.05606339485
687	0.05597262594
688	0.05583446138
689	0.05571708169
690	0.05560111198
691	0.05544079955
692	0.05539620481
693	0.05525915725
694	0.055128839
695	0.05500886997
696	0.0548998288
697	0.05482787284
698	0.05468239524
699	0.05460234921
700	0.0544746633
701	0.05431907806
702	0.05416798676
703	0.05407817517
704	0.0539406025
705	0.0538582034
706	0.05376329997
707	0.05369386964
708	0.05362618982
709	0.0535154325
710	0.05337556548
711	0.05326205205
712	0.05320233553
713	0.05311851147
714	0.05299726077
715	0.05292305109
716	0.05283155848
717	0.0526317822
718	0.05253161877
719	0.05246562418
720	0.0524178579
721	0.0523201671
722	0.05225553985
723	0.05213929844
724	0.05203741666
725	0.05189789372
726	0.05180629738
727	0.05168399306
728	0.05156162184
729	0.05143674822
730	0.05135694472
731	0.05130949039
732	0.05119990255
733	0.05109850851
734	0.05098663591
735	0.05091322955
736	0.05084432886
737	0.05075710184
738	0.05070580003
739	0.05060018834
740	0.05049312228
741	0.05034938701
742	0.05023637404
743	0.05016383141
744	0.05008088984
745	0.05000610067
746	0.04991005139
747	0.04982208459
748	0.04973107462
749	0.04965758793
750	0.04961498695
751	0.04952671953
752	0.04943684124
753	0.04935871058
754	0.04924821949
755	0.04916845769
756	0.04903588915
757	0.04894943008
758	0.04886920275
759	0.04874339422
760	0.04865888759
761	0.04856743528
762	0.04852389003
763	0.04838384755
764	0.04830795236
765	0.04823041574
766	0.04815434196
767	0.04808935387
768	0.04801406389
769	0.04789974987
770	0.04785681976
771	0.04781014925
772	0.04772892094
773	0.0476304064
774	0.04750949264
775	0.04742123213
776	0.04740576897
777	0.04738752966
778	0.04731391885
779	0.04725039007
780	0.04715604091
781	0.04711008112
782	0.04700379145
783	0.04691337566
784	0.0467707171
785	0.04670286419
786	0.04662560683
787	0.04656532905
788	0.04652689261
789	0.04647483648
790	0.04637652567
791	0.04631179568
792	0.04619313595
793	0.04609017593
794	0.04601361682
795	0.04588366775
796	0.04582260944
797	0.04570389527
798	0.04563992453
799	0.04558727833
800	0.0455226183
801	0.04541743501
802	0.04530015707
803	0.04521571049
804	0.04516531694
805	0.04510550975
806	0.04504575751
807	0.04498055476
808	0.04491068179
809	0.04484813005
810	0.04476587243
811	0.04467546585
812	0.04459841475
813	0.04452670871
814	0.04444823681
815	0.04441426851
816	0.04434989395
817	0.04427906781
818	0.04422958263
819	0.04418026435
820	0.04413965988
821	0.04404394428
822	0.04398736447
823	0.04389278406
824	0.04381936383
825	0.04373482018
826	0.04364006239
827	0.04356061977
828	0.04349537598
829	0.04339287635
830	0.04329666662
831	0.04323847521
832	0.04317880914
833	0.04311342575
834	0.04306033963
835	0.04300707828
836	0.04291972868
837	0.04288386426
838	0.0428238684
839	0.0427619702
840	0.04269297774
841	0.04257601106
842	0.04248412912
843	0.04241749252
844	0.04236257946
845	0.04231404171
846	0.04226473641
847	0.04220286432
848	0.04213553812
849	0.04205323653
850	0.04195974169
851	0.04187353808
852	0.04179978286
853	0.04173935142
854	0.04165564867
855	0.04157166816
856	0.04149563485
857	0.04140668034
858	0.04134903564
859	0.04131029524
860	0.04121172977
861	0.04116821897
862	0.04108606554
863	0.04100990773
864	0.04098357468
865	0.04093542559
866	0.04084723176
867	0.04081245596
868	0.04074075491
869	0.04070080466
870	0.04063128236
871	0.04059491422
872	0.04051710702
873	0.04044689513
874	0.04041412509
875	0.04033288914
876	0.04030304576
877	0.04022915963
878	0.04018115744
879	0.04011204433
880	0.04004110169
881	0.03999516697
882	0.03993104427
883	0.03988156715
884	0.03982129576
885	0.03977277056
886	0.03968599527
887	0.03959910235
888	0.03956858952
889	0.03951575972
890	0.03946567973
891	0.03938273159
892	0.03932289914
893	0.03926950037
894	0.03921759985
895	0.03916048556
896	0.03908960559
897	0.03905909917
898	0.03899415071
899	0.03896271097
900	0.0388670852
901	0.03882836658
902	0.03878839212
903	0.038728306
904	0.03866716996
905	0.03858669026
906	0.03853076383
907	0.03850231524
908	0.03844216911
909	0.03838451659
910	0.03833676193
911	0.0382822465
912	0.0382024786
913	0.03813756158
914	0.03810631687
915	0.03803436267
916	0.03795283295
917	0.0378991727
918	0.03785823023
919	0.03780817827
920	0.03775499175
921	0.03770537509
922	0.03765477434
923	0.03760383907
924	0.03752623435
925	0.03749498717
926	0.03745773061
927	0.03741011553
928	0.03735888045
929	0.0373134149
930	0.03726490774
931	0.03721500183
932	0.0371514017
933	0.03712642461
934	0.03708198173
935	0.03700946594
936	0.03698815071
937	0.03692018494
938	0.0368814357
939	0.03680760934
940	0.03675967956
941	0.03670282256
942	0.03666102441
943	0.03660035249
944	0.03651192985
945	0.03647815184
946	0.03641267056
947	0.03635099674
948	0.03629720037
949	0.03628786873
950	0.03620335467
951	0.03615688243
952	0.03608453918
953	0.03604066356
954	0.03599876975
955	0.03596045504
956	0.03587879432
957	0.03582659259
958	0.03576821541
959	0.035744111
960	0.03569414933
961	0.03565704528
962	0.0356098267
963	0.03557160107
964	0.0355193089
965	0.03549773232
966	0.03546524764
967	0.03538121946
968	0.03533688507
969	0.03528000735
970	0.03522237971
971	0.03517987789
972	0.03512975678
973	0.03505043225
974	0.03498238428
975	0.03493317681
976	0.03490706962
977	0.03485774193
978	0.03483279208
979	0.03479698715
980	0.03474931492
981	0.03472535851
982	0.0346876584
983	0.03463514906
984	0.03459220099
985	0.03457105696
986	0.03452518333
987	0.03446839835
988	0.03441153096
989	0.03435611275
990	0.03432563407
991	0.03429156121
992	0.0342621632
993	0.03420516705
994	0.03415262224
995	0.03410454128
996	0.0340736775
997	0.03402276941
998	0.03395334456
999	0.03388688201
